station_id,timestamp,session_id,voltage,current,power_kw,temperature_c,error_code,message,duration_sec,energy_kwh
STN_002,2024-02-16 08:50:58.448303,SES_003693,246.89,33.07,8.163,37.5,0,Session started,227,
STN_006,2024-02-18 19:52:23.544938,SES_003884,238.02,31.38,,41.47,0,Session started,270,0.5601
STN_002,2024-02-02 18:32:53.828359,SES_002570,245.4,30.86,7.574,40.91,0,Pilot signal OK,281,0.5912
STN_010,2024-02-20 14:35:52.241266,SES_004073,241.73,30.91,7.472,34.12,0,Charging in progress,309,0.6413
STN_010,2024-01-22 10:45:06.879901,SES_001758,238.99,30.68,7.332,36.13,0,Charging in progress,300,0.611
STN_002,2024-01-09 20:14:19.945311,SES_000656,243.69,35.26,8.592,35.68,0,Charging complete,290,0.6921
STN_007,2024-02-07 19:53:31.308085,SES_003014,240.57,30.26,7.281,48.53,0,Pilot signal OK,295,0.5966
STN_005,2024-02-18 22:08:53.219815,SES_003877,239.71,27.79,6.66,36.84,0,Pilot signal OK,262,0.4847
STN_009,2024-01-12 19:32:30.788852,SES_000948,237.02,30.36,7.196,38.54,0,Vehicle handshake OK,288,0.5757
STN_004,2024-02-16 17:37:39.054415,SES_003712,239.9,27.87,6.687,36.19,0,Charging in progress,336,0.6241
STN_001,2024-01-04 16:24:03.708102,SES_000248,244.1,31.93,7.794,38.28,0,Pilot signal OK,315,0.682
STN_005,2024-02-26 21:46:38.969245,SES_004514,240.49,29.05,6.986,33.74,0,Pilot signal OK,290,0.5628
STN_008,2024-02-22 18:32:48.555074,SES_004222,239.33,28.94,6.927,36.67,0,Charging in progress,281,0.5407
STN_007,2024-02-11 10:09:14.423114,SES_003330,234.39,29.59,6.935,45.52,0,Power delivery stable,367,0.707
STN_005,2024-02-17 12:45:21.317808,SES_003797,243.47,29.35,7.146,34.39,0,Charging in progress,258,0.5121
STN_008,2024-01-17 10:04:45.938243,SES_001338,236.08,30.54,7.211,32.57,0,Charging complete,296,0.5929
STN_010,2024-01-08 17:42:05.714784,SES_000635,241.64,31.86,7.699,37.94,0,Vehicle handshake OK,297,0.6352
STN_009,2024-01-15 14:38:51.462238,SES_001187,239.27,32.82,7.854,33.37,0,Charging complete,338,0.7374
STN_005,2024-02-07 21:01:22.747454,SES_002995,242.33,28.14,6.819,39.41,0,Vehicle handshake OK,280,0.5304
STN_001,2024-01-04 13:26:07.489736,SES_000243,241.12,33.54,8.088,42.58,0,Session started,318,0.7144
STN_002,2024-01-07 18:42:23.637370,SES_000491,251.14,32.71,8.214,38.56,0,Pilot signal OK,326,0.7438
STN_004,2024-01-28 10:48:51.905291,SES_002192,240.78,33.21,7.996,41.05,0,Charging complete,324,
STN_005,2024-02-21 19:50:43.917128,SES_004120,239.99,30.55,7.331,29.83,0,Charging in progress,306,0.6231
STN_009,2024-02-29 06:27:29.122713,SES_004792,236.21,31.33,7.401,38.69,0,Power delivery stable,307,0.6311
STN_003,2024-01-21 14:25:58.585739,SES_001621,244.56,34.25,8.376,36.42,0,Power delivery stable,305,0.7096
STN_005,2024-02-26 09:14:27.903970,SES_004518,241.6,26.95,6.511,34.71,0,Charging in progress,255,0.4612
STN_004,2024-01-25 11:11:13.860408,SES_001951,241.31,30.44,7.345,36.64,0,Charging in progress,345,0.7039
STN_010,2024-02-04 20:00:34.376624,SES_002799,239.03,30.92,7.391,37.21,0,Session started,321,0.659
STN_002,2024-02-21 08:09:00.702401,SES_004096,246.6,32.81,8.09,41.73,0,Pilot signal OK,268,0.6023
STN_003,2024-01-11 10:34:11.316458,SES_000820,244.27,31.74,7.753,35.31,0,Charging complete,320,0.6892
STN_010,2024-01-18 06:27:05.108332,SES_001437,243.24,29.91,7.275,34.12,0,Vehicle handshake OK,335,0.677
STN_006,2024-02-10 09:53:41.741731,SES_003247,235.74,29.51,6.957,41.26,0,Power delivery stable,355,0.686
STN_007,2024-02-27 12:09:46.905926,SES_004611,237.74,32.36,7.694,47.09,0,Power delivery stable,347,0.7416
STN_005,2024-02-12 20:05:57.232025,SES_003396,238.32,28.63,6.823,35.38,0,Charging complete,318,
STN_010,2024-01-21 09:48:03.238027,SES_001675,239.71,29.08,6.972,35.52,0,Charging in progress,310,0.6004
STN_009,2024-01-20 09:42:35.577244,SES_001587,241.59,29.29,7.075,32.32,0,Charging in progress,348,0.6839
STN_002,2024-01-22 08:20:52.073631,SES_001693,245.28,32.52,7.976,34.3,0,Session started,282,0.6248
STN_001,2024-02-29 07:51:07.939771,SES_004723,240.09,31.96,7.672,40.88,0,Vehicle handshake OK,304,0.6479
STN_010,2024-01-30 21:55:18.872225,SES_002394,241.32,31.34,7.564,40.89,0,Power delivery stable,365,0.7669
STN_005,2024-02-18 06:34:46.523625,SES_003879,240.91,27.55,6.638,36.53,0,Pilot signal OK,310,0.5716
STN_009,2024-01-22 08:39:08.657149,SES_001752,,31.52,7.533,91.39,301,Thermal limit warning,251,0.5252
STN_006,2024-02-16 13:08:58.944517,SES_003728,239.54,26.8,6.42,42.06,0,Charging in progress,301,0.5368
STN_006,2024-01-11 10:55:49.943006,SES_000845,239.89,30.0,7.197,41.35,0,Vehicle handshake OK,296,0.5918
STN_009,2024-02-04 12:12:18.374316,SES_002786,238.44,30.03,7.16,,0,Pilot signal OK,318,0.6325
STN_004,2024-02-15 16:51:17.298178,SES_003629,241.36,29.19,7.045,36.51,0,Session started,302,0.591
STN_009,2024-02-18 11:49:22.732173,SES_003909,238.96,30.84,7.37,34.98,0,Session started,309,0.6326
STN_005,2024-02-27 09:20:55.392781,SES_004595,241.81,26.26,6.35,29.83,0,Charging in progress,293,0.5168
STN_008,2024-02-07 11:39:52.807826,SES_003020,234.82,32.2,7.562,32.17,0,Power delivery stable,307,0.6449
STN_006,2024-02-09 14:01:42.255305,SES_003167,237.67,31.84,7.566,35.94,0,Vehicle handshake OK,350,0.7356
STN_009,2024-01-11 12:47:18.923331,SES_000870,238.09,33.02,7.861,33.58,0,Vehicle handshake OK,298,0.6507
STN_006,2024-02-11 08:54:00.351574,SES_003325,238.15,0.3,0.0,37.7,0,Charging in progress,322,0.0
STN_006,2024-02-06 12:04:00.383674,SES_002928,237.81,25.87,6.152,35.94,0,Charging in progress,334,0.5708
STN_006,2024-02-23 11:43:58.012622,SES_004281,241.44,30.51,7.366,39.07,0,Session started,306,0.6261
STN_005,2024-01-04 09:56:50.769385,SES_000277,241.35,27.64,6.67,36.7,0,Vehicle handshake OK,272,0.504
STN_010,2024-01-06 10:19:00.443603,SES_000476,244.4,31.46,7.689,35.37,0,Session started,260,0.5553
STN_004,2024-01-29 10:25:27.476106,SES_002272,241.54,30.38,7.337,,0,Session started,264,0.538
STN_006,2024-02-23 13:10:44.965427,SES_004283,239.03,29.38,7.022,35.94,0,Vehicle handshake OK,305,0.5949
STN_002,2024-01-28 13:58:51.825092,SES_002169,240.68,30.85,7.426,39.24,0,Session started,311,0.6415
STN_007,2024-02-29 08:06:24.948903,SES_004775,236.53,28.02,6.629,44.31,0,Charging in progress,284,0.523
STN_009,2024-02-25 13:03:35.804336,SES_004469,238.6,30.61,7.303,37.65,0,Charging in progress,327,0.6634
STN_006,2024-01-24 11:19:56.900901,SES_001885,237.6,30.3,7.199,35.94,0,Vehicle handshake OK,299,0.5979
STN_008,2024-02-08 18:56:22.230812,SES_003101,241.31,32.68,7.885,36.78,0,Vehicle handshake OK,335,0.7337
STN_002,2024-02-09 07:19:29.348633,SES_003129,244.27,34.95,8.537,43.76,0,Session started,279,0.6616
STN_004,2024-02-17 13:50:44.823288,SES_003792,241.64,32.82,7.931,42.42,0,Charging complete,336,0.7402
STN_005,2024-01-15 10:13:28.613436,SES_001153,239.93,27.85,6.682,35.86,0,Pilot signal OK,285,0.529
STN_008,2024-02-13 08:40:21.149496,SES_003500,237.65,32.82,7.801,35.43,0,Vehicle handshake OK,360,0.7801
STN_002,2024-02-06 15:33:31.606486,SES_002893,245.07,28.56,7.0,38.96,0,Vehicle handshake OK,318,0.6183
STN_003,2024-02-29 08:53:15.149835,SES_004739,248.81,30.87,7.68,38.05,0,Vehicle handshake OK,253,0.5397
STN_007,2024-02-29 15:25:48.121857,SES_004771,237.71,27.58,6.555,41.12,0,Charging in progress,328,0.5972
STN_003,2024-01-25 07:46:02.203060,SES_001943,246.39,33.15,8.167,38.86,0,Charging complete,263,0.5966
STN_009,2024-02-17 10:30:47.409224,SES_003826,239.29,32.0,7.657,32.97,0,Pilot signal OK,282,0.5998
STN_010,2024-01-20 19:07:41.721012,SES_001596,240.67,30.3,7.293,34.12,0,Session started,309,0.626
STN_009,2024-02-16 14:28:51.434724,SES_003751,241.22,31.14,0.946,80.21,0,Pilot signal OK,308,0.6427
STN_006,2024-02-27 12:21:57.275843,SES_004605,237.01,29.55,7.004,35.94,0,Charging complete,265,0.5156
STN_001,2024-02-22 07:11:48.250724,SES_004165,239.66,29.44,7.054,38.41,0,Session started,277,0.5428
STN_007,2024-01-14 09:35:34.534664,SES_001090,238.33,28.92,6.893,46.35,0,Charging in progress,309,0.5916
STN_005,2024-02-06 09:50:30.762082,SES_002918,241.47,26.93,6.504,38.23,0,Charging complete,266,0.4806
STN_006,2024-01-29 20:06:26.685509,SES_002286,233.48,29.36,6.855,84.09,301,Thermal limit warning,336,0.6398
STN_006,2024-01-02 07:22:58.826965,SES_000123,242.88,29.05,7.055,36.98,0,Session started,243,0.4762
STN_004,2024-01-30 17:58:31.572577,SES_002350,242.45,30.48,7.39,33.6,0,Charging complete,256,0.5255
STN_003,2024-01-03 13:45:52.740522,SES_000183,242.65,,8.309,33.59,0,Charging in progress,328,0.757
STN_005,2024-01-30 10:24:02.952832,SES_002356,237.41,28.62,6.794,31.23,0,Session started,342,0.6454
STN_002,2024-01-14 19:48:36.973325,SES_001053,241.41,31.72,7.658,36.81,0,Vehicle handshake OK,265,0.5637
STN_004,2024-01-11 09:22:18.361540,SES_000826,241.43,30.41,7.343,41.48,0,Power delivery stable,305,0.6221
STN_005,2024-02-14 19:52:58.361312,SES_003558,238.7,0.43,0.0,32.56,0,Charging in progress,305,0.0
STN_007,2024-02-19 09:15:00.347560,SES_003974,237.9,28.06,6.675,43.22,0,Power delivery stable,307,0.5692
STN_010,2024-01-31 10:03:19.870926,SES_002478,281.11,31.22,8.776,38.21,101,Voltage spike detected,286,0.5963
STN_010,2024-02-22 14:12:17.630144,SES_004234,241.14,33.4,8.055,41.63,0,Charging in progress,333,0.7451
STN_004,2024-02-28 17:17:36.951256,SES_004669,240.01,32.91,7.899,33.6,0,Charging in progress,227,0.4981
STN_008,2024-02-23 10:57:35.469128,SES_004303,240.28,31.91,7.667,38.33,0,Session started,313,0.6666
STN_001,2024-01-30 07:29:40.615267,SES_002328,240.88,29.54,7.117,36.94,0,Charging in progress,309,0.6109
STN_008,2024-02-16 11:14:51.741612,SES_003739,237.84,29.49,,31.91,0,Power delivery stable,226,0.4403
STN_008,2024-01-01 19:41:12.611653,SES_000059,236.98,27.83,6.594,35.2,0,Session started,353,0.6466
STN_006,2024-02-05 15:21:14.187361,SES_002845,240.15,28.73,6.901,42.22,0,Charging in progress,254,0.4869
STN_005,2024-01-04 21:23:10.492357,SES_000279,239.54,30.51,7.308,29.83,0,Pilot signal OK,247,0.5014
STN_007,2024-02-03 15:53:22.977463,SES_002696,236.42,28.51,6.741,44.77,0,Power delivery stable,314,0.588
STN_005,2024-01-11 13:57:33.751649,SES_000835,242.77,29.53,7.17,33.13,0,Vehicle handshake OK,279,0.5557
STN_007,2024-01-23 17:13:14.178633,SES_001811,234.52,29.73,6.973,46.23,0,Vehicle handshake OK,310,0.6005
STN_004,2024-01-14 08:10:02.448929,SES_001067,237.32,29.81,7.075,37.47,0,Power delivery stable,343,0.6741
STN_003,2024-01-31 21:32:28.770596,SES_002424,248.13,35.41,8.786,33.59,0,Pilot signal OK,328,0.8005
STN_007,2024-01-29 17:27:24.511471,SES_002292,238.96,27.98,6.685,41.51,0,Charging in progress,317,0.5887
STN_009,2024-02-13 10:29:05.092187,SES_003511,235.66,29.33,6.913,39.63,0,Vehicle handshake OK,278,0.5338
STN_008,2024-02-02 16:56:22.278163,SES_002617,239.89,30.69,7.362,32.21,0,Session started,302,0.6176
STN_005,2024-02-17 11:40:04.051450,SES_003794,239.91,23.9,5.733,35.59,0,Charging in progress,287,0.457
STN_005,2024-02-21 18:31:34.464319,SES_004119,240.5,28.36,6.819,32.45,0,Pilot signal OK,273,0.5171
STN_008,2024-01-05 18:41:07.845149,SES_000382,239.96,32.1,7.704,30.73,0,Pilot signal OK,259,0.5543
STN_006,2024-02-27 07:54:44.318983,SES_004601,239.27,29.93,7.163,37.63,0,Power delivery stable,302,0.6009
STN_009,2024-02-16 06:19:27.646180,SES_003752,240.21,31.04,7.455,31.55,0,Session started,313,0.6482
STN_009,2024-02-21 18:52:37.314445,SES_004146,242.85,30.49,7.404,37.0,0,Session started,319,0.6561
STN_009,2024-01-29 22:13:18.282905,SES_002309,242.46,31.48,7.632,37.8,0,Pilot signal OK,283,0.6
STN_003,2024-02-28 19:04:46.608949,SES_004660,242.39,34.43,8.346,34.73,0,Charging complete,273,0.6329
STN_010,2024-02-15 06:47:22.753176,SES_003674,242.27,30.25,7.33,35.49,0,Power delivery stable,288,0.5864
STN_002,2024-01-01 14:29:21.417664,SES_000016,246.69,28.89,7.128,36.59,0,Charging complete,238,0.4712
STN_003,2024-01-05 10:57:31.962772,SES_000340,246.1,32.47,7.991,33.59,0,Vehicle handshake OK,287,0.6371
STN_009,2024-02-15 22:00:42.652931,SES_003671,240.29,31.44,7.554,36.65,0,Charging in progress,312,0.6547
STN_009,2024-02-22 18:11:53.091592,SES_004228,240.76,30.83,7.422,38.94,0,Charging in progress,301,0.6206
STN_004,2024-01-18 20:47:56.009631,SES_001387,239.19,33.94,8.118,35.17,0,Session started,291,0.6562
STN_008,2024-01-09 17:13:57.689910,SES_000697,239.97,30.96,7.43,39.26,0,Charging in progress,282,0.582
STN_002,2024-01-08 07:48:18.995892,SES_000569,245.62,33.57,8.246,37.82,0,Pilot signal OK,299,0.6849
STN_009,2024-01-11 11:17:59.938327,SES_000867,238.22,31.16,7.423,37.54,0,Power delivery stable,271,0.5588
STN_003,2024-01-25 18:53:16.237767,SES_001941,244.39,32.43,7.926,38.55,0,Power delivery stable,273,0.6011
STN_006,2024-01-20 14:05:46.352153,SES_001563,236.67,29.18,6.907,41.01,0,Charging in progress,264,0.5065
STN_009,2024-01-10 19:50:32.673105,SES_000790,239.46,32.36,7.75,37.45,0,Charging complete,252,0.5425
STN_006,2024-02-17 13:18:46.311993,SES_003804,241.08,27.6,6.654,35.94,0,Vehicle handshake OK,292,0.5397
STN_010,2024-02-04 07:39:29.428977,SES_002798,242.06,29.28,7.087,39.74,0,Charging complete,340,0.6693
STN_010,2024-02-15 07:07:22.753176,SES_003674,243.06,31.27,7.6,38.72,0,Session started,323,0.6819
STN_007,2024-02-20 11:55:09.442651,SES_004056,238.79,31.57,7.539,43.9,0,Power delivery stable,304,0.6366
STN_007,2024-01-13 06:12:06.938485,SES_001016,235.47,30.69,7.226,41.05,0,Session started,356,0.7146
STN_007,2024-01-07 14:03:40.769084,SES_000529,240.09,29.2,7.012,40.39,0,Session started,311,0.6058
STN_008,2024-01-23 10:04:33.793182,SES_001824,242.63,31.78,7.711,32.11,0,Session started,275,0.589
STN_002,2024-02-10 10:10:05.261473,SES_003212,245.28,31.14,7.638,34.3,0,Session started,282,0.5983
STN_009,2024-02-20 20:32:46.330802,SES_004067,237.14,28.78,6.825,38.06,0,Charging complete,378,0.7166
STN_007,2024-01-17 16:58:18.545373,SES_001332,235.23,27.3,6.421,39.4,0,Charging complete,261,0.4655
STN_003,2024-02-12 10:45:47.677666,SES_003383,246.19,35.44,8.725,33.59,0,Session started,240,0.5817
STN_006,2024-02-26 10:40:12.562755,SES_004522,237.67,,7.659,39.44,0,Charging complete,284,0.6042
STN_003,2024-01-16 17:08:10.840079,SES_001224,243.6,0.0,0.0,37.94,401,Communication timeout,294,0.0
STN_005,2024-02-11 14:37:55.515462,SES_003318,240.92,28.83,6.946,,0,Charging in progress,270,0.5209
STN_005,2024-02-02 07:59:51.443271,SES_002593,241.8,27.25,6.588,34.84,0,Vehicle handshake OK,274,0.5014
STN_004,2024-02-13 18:36:45.401191,SES_003468,237.86,31.57,7.508,35.68,0,Charging in progress,283,0.5902
STN_003,2024-01-05 21:17:47.119042,SES_000341,242.57,34.04,8.257,38.56,0,Session started,262,0.6009
STN_003,2024-01-12 11:55:06.598963,SES_000898,244.75,32.92,8.057,33.59,0,Session started,321,0.7184
STN_007,2024-01-20 06:18:19.292852,SES_001573,233.66,31.24,7.301,40.86,0,Charging in progress,287,0.5821
STN_007,2024-02-25 11:47:37.936103,SES_004453,234.9,29.52,6.934,45.24,0,Charging in progress,342,0.6587
STN_003,2024-02-22 18:24:45.078383,SES_004181,250.16,33.51,8.382,34.59,0,Session started,278,0.6473
STN_010,2024-01-03 14:45:53.041370,SES_000235,,29.49,7.102,37.17,0,Vehicle handshake OK,322,0.6352
STN_007,2024-01-14 10:30:03.221261,SES_001093,236.51,30.45,7.201,47.33,0,Charging in progress,250,0.5001
STN_005,2024-02-27 13:02:41.620243,SES_004600,242.85,28.43,6.904,34.02,0,Pilot signal OK,377,0.723
STN_002,2024-02-23 06:36:02.191021,SES_004251,242.52,33.18,8.048,37.67,0,Charging complete,291,
STN_002,2024-02-15 14:11:55.458475,SES_003612,,33.57,8.219,37.23,0,Charging complete,270,0.6164
STN_009,2024-02-04 09:44:57.848139,SES_002787,240.85,32.06,7.721,36.83,0,Power delivery stable,299,0.6413
STN_005,2024-01-25 07:04:33.259625,SES_001956,242.09,28.71,6.95,32.33,0,Pilot signal OK,247,0.4768
STN_004,2024-01-12 08:26:32.338732,SES_000905,243.15,32.51,7.906,34.76,0,Charging in progress,326,0.7159
STN_004,2024-02-24 13:19:39.322969,SES_004346,242.91,28.51,6.925,37.9,0,Charging in progress,293,0.5636
STN_004,2024-02-26 16:28:26.353980,SES_004512,243.35,29.63,7.211,36.46,0,Charging complete,291,0.5829
STN_004,2024-02-24 14:15:58.558737,SES_004350,239.57,32.98,7.901,36.41,0,Charging complete,294,0.6452
STN_008,2024-02-22 08:56:13.244861,SES_004224,238.68,30.18,7.203,39.44,0,Vehicle handshake OK,332,0.6643
STN_009,2024-01-23 16:33:20.456063,SES_001831,236.75,32.63,7.725,31.55,0,Session started,313,0.6716
STN_005,2024-02-25 22:14:12.311040,SES_004438,240.6,28.74,6.915,33.5,0,Power delivery stable,307,0.5897
STN_009,2024-01-15 13:10:20.085664,SES_001186,238.7,30.43,7.265,34.59,0,Pilot signal OK,307,0.6195
STN_002,2024-02-21 14:52:22.346236,SES_004095,246.77,30.38,7.496,36.13,0,Session started,281,0.5851
STN_002,2024-01-24 20:23:16.476426,SES_001854,243.9,33.69,8.218,43.01,0,Pilot signal OK,324,0.7396
STN_005,2024-02-22 07:40:34.737232,SES_004197,243.08,31.94,,38.06,0,Power delivery stable,277,0.5975
STN_004,2024-02-21 21:00:29.347038,SES_004107,245.86,31.76,7.81,37.66,0,Power delivery stable,315,0.6834
STN_004,2024-02-05 16:05:42.181863,SES_002830,242.09,30.58,7.403,33.6,0,Session started,308,0.6334
STN_007,2024-01-03 14:48:39.775374,SES_000214,236.96,32.93,7.802,39.4,0,Charging in progress,289,0.6263
STN_005,2024-01-11 07:16:39.938543,SES_000838,247.95,29.97,7.431,36.95,0,Session started,289,0.5965
STN_007,2024-02-13 15:05:17.271859,SES_003496,238.25,28.92,6.889,39.4,0,Charging in progress,317,0.6066
STN_008,2024-02-12 09:58:05.631361,SES_003417,239.7,,7.87,32.21,0,Charging in progress,263,0.5749
STN_005,2024-01-05 09:51:28.116756,SES_000355,238.71,25.88,6.178,39.63,0,Session started,342,0.5869
STN_002,2024-02-23 19:41:02.407736,SES_004256,247.37,33.51,,34.3,0,Vehicle handshake OK,301,0.6931
STN_008,2024-02-04 13:31:00.555734,SES_002778,237.26,31.77,7.539,33.89,0,Vehicle handshake OK,313,0.6555
STN_006,2024-02-09 21:56:03.226237,SES_003165,238.79,28.95,6.913,38.81,0,Vehicle handshake OK,273,0.5242
STN_002,2024-01-29 13:27:46.056420,SES_002253,243.43,30.64,7.458,,0,Charging in progress,292,0.6049
STN_004,2024-02-09 06:55:34.196483,SES_003150,242.42,30.6,7.417,41.94,0,Pilot signal OK,285,0.5872
STN_002,2024-02-23 06:26:02.191021,SES_004251,243.72,34.26,8.35,,0,Charging complete,322,0.7469
STN_002,2024-02-09 17:30:28.495653,SES_003135,241.8,30.84,7.456,34.3,0,Charging complete,265,0.5488
STN_008,2024-02-08 15:51:21.191889,SES_003098,235.29,31.99,7.528,36.24,0,Charging in progress,308,0.6441
STN_002,2024-01-04 16:18:57.172529,SES_000251,242.12,33.67,8.152,40.19,0,Power delivery stable,326,0.7382
STN_008,2024-01-30 10:23:15.536359,SES_002378,238.84,31.97,7.636,34.1,0,Charging in progress,259,0.5494
STN_003,2024-02-12 11:22:36.892323,SES_003384,241.78,33.27,8.045,33.59,0,Pilot signal OK,336,0.7509
STN_008,2024-01-02 10:19:44.213174,SES_000143,239.04,32.6,7.792,30.73,0,Vehicle handshake OK,340,0.7359
STN_009,2024-02-19 22:08:21.527107,SES_003992,239.04,30.67,7.332,35.4,0,Charging complete,326,0.664
STN_009,2024-01-27 18:41:54.809758,SES_002148,236.2,34.21,8.08,39.3,0,Pilot signal OK,292,0.6554
STN_005,2024-02-14 17:44:04.611668,SES_003560,243.52,28.88,7.033,31.14,0,Power delivery stable,283,0.5529
STN_005,2024-01-24 09:00:31.683654,SES_001876,239.23,27.96,6.69,,0,Power delivery stable,245,0.4553
STN_005,2024-02-17 17:34:02.305491,SES_003798,241.92,28.93,6.999,29.83,0,Session started,406,0.7893
STN_002,2024-02-25 16:53:50.951454,SES_004415,245.48,33.98,8.342,37.64,0,Session started,347,0.8041
STN_008,2024-02-08 15:56:21.191889,SES_003098,239.42,31.62,7.57,37.14,0,Vehicle handshake OK,291,0.6119
STN_002,2024-02-24 17:36:11.848526,SES_004331,243.73,28.83,7.026,40.54,0,Pilot signal OK,298,0.5816
STN_004,2024-01-08 19:58:18.767987,SES_000588,242.56,0.0,0.0,39.62,401,Communication timeout,336,0.0
STN_002,2024-02-13 16:41:32.816067,SES_003454,246.0,31.1,7.651,35.6,0,Session started,304,0.6461
STN_004,2024-02-24 07:23:01.526466,SES_004347,243.95,30.97,7.555,37.62,0,Charging in progress,281,0.5897
STN_010,2024-01-17 10:50:24.573860,SES_001358,243.75,32.73,7.977,40.35,0,Vehicle handshake OK,275,0.6094
STN_004,2024-01-25 20:52:50.225035,SES_001945,,31.66,7.498,36.3,0,Charging complete,324,0.6748
STN_004,2024-02-04 16:18:37.521967,SES_002745,241.84,35.4,8.561,38.23,0,Session started,286,0.6801
STN_010,2024-01-19 08:57:06.122561,SES_001520,239.16,32.45,7.761,35.93,0,Pilot signal OK,339,0.7308
STN_005,2024-02-29 18:49:31.253704,SES_004755,241.64,27.1,6.547,30.71,0,Session started,301,0.5474
STN_005,2024-01-05 14:57:44.257349,SES_000357,241.49,26.69,6.445,39.32,0,Vehicle handshake OK,249,0.4458
STN_005,2024-02-10 06:49:03.036508,SES_003240,238.02,29.89,7.114,30.66,0,Session started,276,0.5454
STN_002,2024-02-26 14:26:31.858778,SES_004494,245.66,33.7,8.278,38.1,0,Pilot signal OK,264,0.6071
STN_008,2024-01-18 14:34:27.946621,SES_001420,239.66,30.03,7.196,38.46,0,Charging in progress,292,0.5837
STN_010,2024-01-19 17:33:02.293942,SES_001517,244.87,30.11,7.374,37.24,0,Power delivery stable,261,0.5346
